sourceTaxonId	sourceTaxonName	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	LocationinhostName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
EOL:53712	Syndesmis	RO:0002444	parasite of		Evechinus chloroticus	Digestive tract	GEONAMES:2186224	New Zealand	-42	174		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
EOL:53712	Syndesmis	RO:0002444	parasite of		Heliocidaris erythrogramma	Digestive tract	GEONAMES:2186224	New Zealand	-42	174		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Acholades asteris	RO:0002444	parasite of		Coscinasteria calamaria	Encysted in tube feet wall	GEONAMES:2169041	SW Indian Ocean (Tasmania: D'Entrecasteaux Channel)	-43.28333	147.25		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Aechmalotus pyrula	RO:0002444	parasite of		Eupyrgus scaber	Digestive tract and respiratory trees	GEONAMES:630674	Barents Sea (Murmansk coast)	74	36		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Ananus asteroideus	RO:0002444	parasite of		Diplopteraster perigrinator	Encysted in tube feet wall		Antartic Seas (off Kerguelen Islands)				doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Annulobalcis marshalli	RO:0002444	parasite of		Crotalometra rustica	Attached between arm ossicles	GEONAMES:4030483	New Zealand(off Mayor Island)	-45	-130		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodiera	RO:0002444	parasite of		Holothuria arenicola	Pharynx	GEONAMES:3411923	Tropical W Atlantic (Bermuda)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodiera voluta	RO:0002444	parasite of		Parastichopus tremulus	Digestive tract	GEONAMES:2960848	North Sea (Herdla, Trondhjem)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodiera voluta	RO:0002444	parasite of		Parastichopus tremulus	Anterior part of digestive tract	GEONAMES:2960848	North Sea (Oslo fjord)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodiopsis gracilis	RO:0002444	parasite of		Holothuria forskali	Coelomic cavity	GEONAMES:363196	Mediterranean Sea (Naples)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium evelinae	RO:0002444	parasite of		Unidentified holothuroid	Coelomic cavity	GEONAMES:3358844	SW Atlantic (Brazil: Santos Bay)	-45	-15		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium graffi	RO:0002444	parasite of		Holothuria impatiens	Coelomic cavity	GEONAMES:363196	Mediterranean Sea (Naples)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium hymanae	RO:0002444	parasite of		Parastichopus californicus	Coelomic cavity	GEONAMES:5791203	NE Pacififc (Washington coast: Cowlitz Bay)	48.69094	-123.05019		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium longiductum	RO:0002444	parasite of		Actinopyga	Unspecified	GEONAMES:1545739	SW Indian Ocean (Madagascar: Nossy-Be)	-10	70		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium mediale	RO:0002444	parasite of		Stichopus japonicus	Coelomic cavity	GEONAMES:4030875	NW Pacific (Japan: Hiroshima)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium myriotrochi	RO:0002444	parasite of		Myriotrokus rinki	Digestive tract		Arctic Seas (Spitzbergen)				doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium parasita	RO:0002444	parasite of		Holothuria poli	Coelomic cavity; rarely digestive tract or respiratory trees	GEONAMES:363196	Mediterranean Sea (Banyuls)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium parasita	RO:0002444	parasite of		Holothuria stellati	Coelomic cavity; rarely digestive tract or respiratory trees	GEONAMES:363196	Mediterranean Sea (Banyuls)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium parasita	RO:0002444	parasite of		Holothuria tubulosa	Coelomic cavity; rarely digestive tract or respiratory trees	GEONAMES:363196	Mediterranean Sea (Banyuls)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium parasita	RO:0002444	parasite of		Holothuria poli	Coelomic cavity; rarely digestive tract or respiratory trees	GEONAMES:363196	Mediterranean Sea (Naples)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium parasita	RO:0002444	parasite of		Holothuria stellati	Coelomic cavity; rarely digestive tract or respiratory trees	GEONAMES:363196	Mediterranean Sea (Naples)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium parasita	RO:0002444	parasite of		Holothuria tubulosa	Coelomic cavity; rarely digestive tract or respiratory trees	GEONAMES:363196	Mediterranean Sea (Naples)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium parasita	RO:0002444	parasite of		Holothuria poli	Coelomic cavity; rarely digestive tract or respiratory trees	GEONAMES:363196	Mediterranean Sea (Trieste)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium parasita	RO:0002444	parasite of		Holothuria stellati	Coelomic cavity; rarely digestive tract or respiratory trees	GEONAMES:363196	Mediterranean Sea (Trieste)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium parasita	RO:0002444	parasite of		Holothuria tubulosa	Coelomic cavity; rarely digestive tract or respiratory trees	GEONAMES:363196	Mediterranean Sea (Trieste)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium ramosum	RO:0002444	parasite of		Stichopus variegatus	Unspecified (endoparasitic)	GEONAMES:1545739	SW Indian Ocean (Madagascar: Nossy-Be)	-10	70		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium	RO:0002444	parasite of		Leptosynapta bergensis	Digestive tract	GEONAMES:3411923	NE Atlantic (Plymouth)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium	RO:0002444	parasite of		Leptosynapta galliennei	Digestive tract	GEONAMES:3411923	NE Atlantic (Plymouth)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium	RO:0002444	parasite of		Leptosynapta inhaerens	Digestive tract	GEONAMES:3411923	NE Atlantic (Plymouth)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium	RO:0002444	parasite of		Leptosynapta bergensis	Digestive tract	GEONAMES:3411923	NE Atlantic (Roscoff)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium	RO:0002444	parasite of		Leptosynapta galliennei	Digestive tract	GEONAMES:3411923	NE Atlantic (Roscoff)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium	RO:0002444	parasite of		Leptosynapta inhaerens	Digestive tract	GEONAMES:3411923	NE Atlantic (Roscoff)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium stichopi	RO:0002444	parasite of		Parastichopus tremulus	Coelomic cavity	GEONAMES:2960848	North Sea (Norwegian coast)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Anoplodium tubiferum	RO:0002444	parasite of		Holothuria forskali	Digestive tract	GEONAMES:2649991	English Channel (Plymouth)	50	-1		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Aphanastoma pallidum	RO:0002444	parasite of		Myriotrokus rinki	Digestive tract	GEONAMES:630674	Barents Sea (Murmansk coast)	74	36		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Aphanostoma sanguineum	RO:0002444	parasite of		Chirodota laevis	Posterior part of the digestive tract	GEONAMES:630674	Barents Sea (Murmansk coast)	74	36		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Apicalia palmipedis	RO:0002444	parasite of		Palmipes rosaceus	Attached to body surface (oral side)	GEONAMES:1545739	NW Indian Ocean (Ceylan)	-10	70		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Apicalia palmipedis	RO:0002444	parasite of		Palmipes rosaceus	Attached to body surface (oral side)	GEONAMES:1545739	NW Indian Ocean (Singapore)	-10	70		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Asterolamia cingulatus	RO:0002444	parasite of		Craspidaster hesperus	Attached to side of body (marginal plates)	GEONAMES:4030875	NW Pacific (Hong Kong)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Asterolamia hians	RO:0002444	parasite of		Asteropecten indicus	Attached to aboral body surface, among paxillae	GEONAMES:2164628	Tropical Pacific (Great Barrier Reef)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Asterophila japonica	RO:0002444	parasite of		Ctenodiscus crispatus	Coelomic cavity attached to the body wall	GEONAMES:4030875	N Pacific (Alaska)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Asterophila japonica	RO:0002444	parasite of		Leptasterias arctica	Coelomic cavity attached to the body wall	GEONAMES:4030875	N Pacific (Alaska)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Asterophila japonica	RO:0002444	parasite of		Leptasterias polans	Coelomic cavity attached to the body wall	GEONAMES:4030875	N Pacific (Alaska)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Asterophila japonica	RO:0002444	parasite of		Pedicellaster magister	Coelomic cavity attached to the body wall	GEONAMES:4030875	N Pacific (Alaska)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Asterophila japonica	RO:0002444	parasite of		Ctenodiscus crispatus	Coelomic cavity attached to the body wall	GEONAMES:4030875	N Pacific (Asiatic coast)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Asterophila japonica	RO:0002444	parasite of		Leptasterias arctica	Coelomic cavity attached to the body wall	GEONAMES:4030875	N Pacific (Asiatic coast)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Asterophila japonica	RO:0002444	parasite of		Leptasterias polans	Coelomic cavity attached to the body wall	GEONAMES:4030875	N Pacific (Asiatic coast)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Asterophila japonica	RO:0002444	parasite of		Pedicellaster magister	Coelomic cavity attached to the body wall	GEONAMES:4030875	N Pacific (Asiatic coast)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Asterophila japonica	RO:0002444	parasite of		Ctenodiscus crispatus	Coelomic cavity attached to the body wall	GEONAMES:4030875	N Pacific (off Japan)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Asterophila japonica	RO:0002444	parasite of		Leptasterias arctica	Coelomic cavity attached to the body wall	GEONAMES:4030875	N Pacific (off Japan)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Asterophila japonica	RO:0002444	parasite of		Leptasterias polans	Coelomic cavity attached to the body wall	GEONAMES:4030875	N Pacific (off Japan)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Asterophila japonica	RO:0002444	parasite of		Pedicellaster magister	Coelomic cavity attached to the body wall	GEONAMES:4030875	N Pacific (off Japan)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Avagina glandulifera	RO:0002444	parasite of		Spatangus purpureus	Digestive tract	GEONAMES:2649991	English Channel (Plymouth)	50	-1		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Avagina incola	RO:0002444	parasite of		Spatangus purpureus	Digestive tract	GEONAMES:2649991	English Channel (Plymouth)	50	-1		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Avagina incola	RO:0002444	parasite of		Echinocardium cordatum	Siphon (accessory canal)	GEONAMES:3411923	NE Atlantic (Millport)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Avagina incola	RO:0002444	parasite of		Echinocardium flavescens	Digestive tract	GEONAMES:2960848	North Sea (Bonden, Norway)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Avagina incola	RO:0002444	parasite of		Spatangus purpureus	Digestive tract	GEONAMES:2960848	North Sea (Bonden, Norway)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Avagina incola	RO:0002444	parasite of		Echinocardium flavescens	Digestive tract	GEONAMES:2960848	North Sea (Norwegian coast)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Avagina incola	RO:0002444	parasite of		Spatangus purpureus	Digestive tract	GEONAMES:2960848	North Sea (Norwegian coast)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Avagina vivipara	RO:0002444	parasite of		Echinocardium cordatum	Esophagus	GEONAMES:2152163	SW Indian Ocean (Ralph's Bay, Tasmania)	-42.98295	147.4351		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Balcis acicula	RO:0002444	parasite of		Stichopus chloronotus	Body surface or coelomic cavity	GEONAMES:4030483	Tropical W Pacific (Fiji)	-45	-130		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Balcis acicula	RO:0002444	parasite of		Stichopus chloronotus	Body surface or coelomic cavity	GEONAMES:4030875	Tropical W Pacific (Hawaii)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Balcis acicula	RO:0002444	parasite of		Stichopus chloronotus	Body surface or coelomic cavity	GEONAMES:4030483	Tropical W Pacific (Palao)	-45	-130		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Balcis alba	RO:0002444	parasite of		Neopentadactyla mixita	Body surface, near tentacles	GEONAMES:3411923	NE Atlantic (Irish coast)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Balcis catalinensis	RO:0002444	parasite of		Holothuria arenicola	Body surface or stomach	GEONAMES:4030875	Tropical E Pacific (Mexico: Bay of La Paz)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Balcis devians	RO:0002444	parasite of		Antedon bifida	Attached to base of pinnule	GEONAMES:2960848	North Sea (Plymouth)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Balcis intermedia	RO:0002444	parasite of		Holothuria glaberrima	Firmly attached to outer body surface	GEONAMES:4030875	Tropical E Pacific (Mexico: Vera Cruz)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Bald-sea-urchin disease				Psammechinus miliaris		GEONAMES:2649991	English Channel (Normandy, France)	50	-1		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Bald-sea-urchin disease				Echinus esculentus		GEONAMES:3411923	N.E. Atlantic Ocean (Brittany coast)	40	-40		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Bald-sea-urchin disease				Paracentrotus lividus		GEONAMES:3411923	N.E. Atlantic Ocean (Brittany coast)	40	-40		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Bald-sea-urchin disease				Sphaerechinus granularis		GEONAMES:3411923	N.E. Atlantic Ocean (Brittany)	40	-40		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Bald-sea-urchin disease				Allocentrotus fragilis		GEONAMES:4030875	N.E. Pacific (California)	30	-170		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Bald-sea-urchin disease				Strongylocentrotus franciscanus		GEONAMES:4030875	N.E. Pacific (California)	30	-170		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Bald-sea-urchin disease				Strongylocentrotus purpuratus		GEONAMES:4030875	N.E. Pacific (California)	30	-170		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Bald-sea-urchin disease				Strongylocentrotus droebachiensis		GEONAMES:3411923	N.W. Atlantic Ocean (Nova Scotia)	40	-40		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Bald-sea-urchin disease				Paracentrotus lividus		GEONAMES:363196	Western Mediterranean Sea (Alicante, Spain)	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Bald-sea-urchin disease				Arbacia lixula		GEONAMES:363196	Western Mediterranean Sea (French Coast)	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Bald-sea-urchin disease				Cidaris cidaris		GEONAMES:363196	Western Mediterranean Sea (French Coast)	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Bald-sea-urchin disease				Paracentrotus lividus		GEONAMES:363196	Western Mediterranean Sea (French Coast)	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Bald-sea-urchin disease				Sphaerechinus granularis		GEONAMES:363196	Western Mediterranean Sea (French Coast)	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Bald-sea-urchin disease				Paracentrotus lividus		GEONAMES:363196	Western Mediterranean Sea (Italy)	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Bald-sea-urchin disease				Paracentrotus lividus		GEONAMES:363196	Western Mediterranean Sea (Rijeka, Yugoslavia)	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Bald-sea-urchin disease				Paracentrotus lividus		GEONAMES:363196	Western Mediterranean Sea (Sicily)	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Bicladus metacrini	RO:0002444	parasite of		Metacrinus rotundus	Digestive tract	GEONAMES:4030875	N Pacific (Japan: Sagami Sea)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Cleistogamia heronensis	RO:0002444	parasite of		Holothuria atra	Anterior to midpart of digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Cleistogamia heronensis	RO:0002444	parasite of		Holothuria leucospilota	Anterior to midpart of digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
