sourceTaxonId	sourceTaxonName	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	LocationinhostName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
	Lithocystis schneideri	RO:0002444	parasite of		Echinocardium cordatum	Coelomic cavity	GEONAMES:2649991	English Channel (Plymouth)	50	-1		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Lithocystis schneideri	RO:0002444	parasite of		Echinocardium cordatum	Coelomic cavity	GEONAMES:2649991	English Channel (Wimereux)	50	-1		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Lithocystis schneideri	RO:0002444	parasite of		Echinocardium cordatum	Coelomic cavity	GEONAMES:363196	Mediterranean Sea (Naples)	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Lithocystis schneideri	RO:0002444	parasite of		Echinocardium cordatum	Coelomic cavity	GEONAMES:3037252	N.E. Atlantic (Arcachon)	44.7	-1.15		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Luetzenia asthenosoma	RO:0002444	parasite of		Asthenosoma	Attached to peristome	GEONAMES:4030483	SW Pacific (Australia: New South Wales)	-45	-130		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Macrogynium ovalis	RO:0002444	parasite of		Isostichopus badionotus	Coelomic cavity; digestive tract	GEONAMES:3411923	Tropical W Atlantic (Bermuda)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Marimermis kerguelensi	RO:0002444	parasite of		Hippasteria hyadesi	Coelomic cavity		Antartic Seas (off Kerguelen Islands)				doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Meara stichopi	RO:0002444	parasite of		Parastichopus tremulus	Coelomic cavity	GEONAMES:2960848	North Sea (Norwegian coast: Herdla, Trondhjem)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Meara stichopi	RO:0002444	parasite of		Parastichopus tremulus	Esophagus	GEONAMES:2960848	North Sea (Oslofjord)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Megadenus cantharelloides	RO:0002444	parasite of		Stichopus chloronotus	Presumably attached to digestive wall or body wall	GEONAMES:241455	Tropical Indian Ocean (Aldabra)	-9.4166	46.36667		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Megadenus cysticola	RO:0002444	parasite of		Stylocidaris tiara	Galls in primary spines	GEONAMES:1545739	E Indian Ocean (off Ceylon)	-10	70		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Megadenus holothuricola	RO:0002444	parasite of		Holothuria mexicana	Attached to wall of respiratory trees	GEONAMES:3411923	Tropical Atlantic (Bahamas)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Megadenus oneirophantae	RO:0002444	parasite of		Oneirophanta mutabilis	Swellings in intestine	GEONAMES:3411923	North Atlantic (deep sea)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Megadenus	RO:0002444	parasite of		Holothuria atra	Cloaca	GEONAMES:1545739	NE Indian Ocean	-10	70		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Megadenus voeltzkowi	RO:0002444	parasite of		Holothuria pardalis	Attached to peri-esophagial ring (presumably water-vascular ring)	GEONAMES:1545739	Tropical W Indian Ocean (Zanzibar)	-10	70		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Melanella comatulicola	RO:0002444	parasite of		Antedon mediterraneas	Attached to pinnules, also to calyx or anal cone	GEONAMES:363196	Mediterranean Sea (Banyuls)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Melanella comatulicola	RO:0002444	parasite of		Antedon mediterraneas	Attached to pinnules, also to calyx or anal cone	GEONAMES:363196	Mediterranean Sea (Naples)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Melanella muelleriae	RO:0002444	parasite of		Actinopyga mauritiana	Projecting from body wall	GEONAMES:241455	Central Indian Ocean (Aldabra)	-9.4166	46.36667		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Melanella muelleriae	RO:0002444	parasite of		Holothuria arenicola	Projecting from body wall	GEONAMES:241455	Central Indian Ocean (Aldabra)	-9.4166	46.36667		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Melanella muelleriae	RO:0002444	parasite of		Holothuria cinerascens	Projecting from body wall	GEONAMES:241455	Central Indian Ocean (Aldabra)	-9.4166	46.36667		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Melanella muelleriae	RO:0002444	parasite of		Holothuria pervicax	Projecting from body wall	GEONAMES:241455	Central Indian Ocean (Aldabra)	-9.4166	46.36667		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Metaceraria psammechini	RO:0002444	parasite of		Psammechinus microtuberculatus	In muscles of Aristotle's lantern	GEONAMES:363196	Mediterranean Sea (Banyuls)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Metaceraria psammechini	RO:0002444	parasite of		Sphaerechinus granularis	In muscles of Aristotle's lantern	GEONAMES:363196	Mediterranean Sea (Banyuls)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Metaceraria psammechini	RO:0002444	parasite of		Psammechinus microtuberculatus	In muscles of Aristotle's lantern	GEONAMES:363196	Mediterranean Sea (Marseille)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Metaceraria psammechini	RO:0002444	parasite of		Sphaerechinus granularis	In muscles of Aristotle's lantern	GEONAMES:363196	Mediterranean Sea (Marseille)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Molpadicola orientalis	RO:0002444	parasite of		Molpadia	Coelomic cavity	GEONAMES:2127380	Okhotsk Sea (deep sea)	55	150		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Monogamus entopodia	RO:0002444	parasite of		Echinometra mathaei	Tube feet wall	GEONAMES:9072759	Red Sea (Gulf of Aqaba)	28.78397	34.71545		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Monogamus interspinea	RO:0002444	parasite of		Echinometra mathaei	Buried in skin	GEONAMES:1545739	SW Indian Ocean (Amboina)	-10	70		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Monogamus parasaleniae	RO:0002444	parasite of		Parasalenia gratiosa	Galls in spine	GEONAMES:4030483	Tropical Pacific (Tonga Islands)	-45	-130		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Monorchis monorchis	RO:0002444	parasite of		Antedon mediterranea	Mostly in gonads; also in muscles of Aristotle's lantern and in ampullae of tube feet	GEONAMES:363196	Mediterranean Sea (Marseille)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Monticellina longituba	RO:0002444	parasite of		Holothuria impatiens	Coelomic cavity	GEONAMES:363196	Mediterranean Sea (Naples)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Monticellina longituba	RO:0002444	parasite of		Holothuria poli	Coelomic cavity	GEONAMES:363196	Mediterranean Sea (Naples)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Mucronalia capillastericola	RO:0002444	parasite of		Capillaster multiradiatus	Attached to the oral side of arms	GEONAMES:350155	Indian Ocean (Red Sea)	20.26735	38.53455		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Mucronalia capillastericola	RO:0002444	parasite of		Capillaster multiradiatus	Attached to the oral side of arms	GEONAMES:1545739	Indian Ocean (Singapore)	-10	70		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Mucronalia	RO:0002444	parasite of		Stereocidaris indica	Attached to body surface, producing conspicuous test deformations	GEONAMES:1281789	E Indian Ocean (Ceylon, Bay of Bengal)	13.5392	87.6709		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Mucronalia	RO:0002444	parasite of		Stylocidaris tiara	Attached to body surface, producing conspicuous test deformations	GEONAMES:1281789	E Indian Ocean (Ceylon, Bay of Bengal)	13.5392	87.6709		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Mucronalia variabilis	RO:0002444	parasite of		Synapta ooplax	Free on host bosy surface, or in host digestive tract	GEONAMES:1545739	SW Indian Ocean (Zanzibar)	-10	70		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Nidrosia ophiurae	RO:0002444	parasite of		Ophiura sarsi	In gonads	GEONAMES:2960848	North Sea (Trondhjem fjord)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Notothrix inquilina	RO:0002444	parasite of		Mensamaria thompsoni	Digestive tract (anterior part)		Tasmania				doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Octocoelis chirodota	RO:0002444	parasite of		Chirodota laevis	Anterior part of digestive tract	GEONAMES:630674	Barents Sea (Murmansk coast)	74	36		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Onchaleimus echini	RO:0002444	parasite of		Echinus esculentus	Digestive tract						doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Ophieulima armigeri	RO:0002444	parasite of		Ophiomusium armigerum	Attached to body surface (oral side), near bursal slits	GEONAMES:3411923	NW Atlantic (off Virginia)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Ophieulima fuscoapicata	RO:0002444	parasite of		Ophiactis profundi	Attached to body surface (radial shields)	GEONAMES:4030483	SW Pacific (off Kermadec Islands, deep sea)	-45	-130		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Ophieulima minima	RO:0002444	parasite of		Ophiactis abyssicola	Attached to body surface (aboral side)	GEONAMES:3411923	N Atlantic (Bay of Biscay)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Ophieulima minima	RO:0002444	parasite of		Ophiactis abyssicola	Attached to body surface (aboral side)	GEONAMES:3411923	N Atlantic (off Iceland)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Ophieulima minima	RO:0002444	parasite of		Ophiactis abyssicola	Attached to body surface (aboral side)	GEONAMES:3411923	N Atlantic off Ireland)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Ophioarachnicola biformis	RO:0002444	parasite of		Ophioarachna incrassata	Attached to body surface (oral side of arm)	GEONAMES:4030483	Tropical W Pacific (Salomon Islands)	-45	-130		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Ozametra arborum	RO:0002444	parasite of		Stichopus japonicus	Digestive tract	GEONAMES:4030875	NW Pacific (Japan: Hiroshima)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Ozametra	RO:0002444	parasite of		Parastichopus californicus	Digestive tract	GEONAMES:4030875	Pacific coast of N America	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Paedophorus dicoelobius	RO:0002444	parasite of		Eupyrgus pacificus	In Polian vesicles or respiratory trees	GEONAMES:2017987	NW Pacific (Peter the Great Bay)	42.77386	132.60415		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Paralepidapedon hoplognathi	RO:0002444	parasite of		Anthocidaris crassispina	Mostly in gonads; also in muscles of Aristotle's lantern and in ampullae of tube feet		Misaki (Japan)				doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Paramegadenus arrhynchus	RO:0002444	parasite of		Anthenoides rugulosus	Open gall on body surface (aboral side)	GEONAMES:4030875	Tropical W Pacific (Philippines: near Cebu)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Paramegadenus scutellicola	RO:0002444	parasite of		Stellaster incei	On tube feet	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Paranotothrix queenslandensis	RO:0002444	parasite of		Actinopyga echinites	Posterior part of the digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Paranotothrix queenslandensis	RO:0002444	parasite of		Actinopyga miliaris	Posterior part of the digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Paranotothrix queenslandensis	RO:0002444	parasite of		Bohadschia argus	Posterior part of the digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Paranotothrix queenslandensis	RO:0002444	parasite of		Holothuria atra	Posterior part of the digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Paranotothrix queenslandensis	RO:0002444	parasite of		Holothuria hilia	Posterior part of the digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Paranotothrix queenslandensis	RO:0002444	parasite of		Holothuria impatiens	Posterior part of the digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Paranotothrix queenslandensis	RO:0002444	parasite of		Holothuria leucospilota	Posterior part of the digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Paranotothrix queenslandensis	RO:0002444	parasite of		Stichopus chloronotus	Posterior part of the digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Paranotothrix queenslandensis	RO:0002444	parasite of		Stichopus horrens	Posterior part of the digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Paranotothrix queenslandensis	RO:0002444	parasite of		Stichopus variegatus	Posterior part of the digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Paranotothrix queenslandensis	RO:0002444	parasite of		Thelonota ananas	Posterior part of the digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Parvioris equestris	RO:0002444	parasite of		Stellaster incei	Attached to body surface (marginal plates)	GEONAMES:1545739	Indo-West Pacific (Andaman Islands)	-10	70		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Parvioris equestris	RO:0002444	parasite of		Stellaster incei	Attached to body surface (marginal plates)	GEONAMES:2164628	Indo-West Pacific (Great Barrier Reef)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Parvioris equestris	RO:0002444	parasite of		Stellaster incei	Attached to body surface (marginal plates)	GEONAMES:1818196	Indo-West Pacific (Java Sea)	-5	110		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Parvioris mortoni	RO:0002444	parasite of		Archaster typicus	Attached to body surface (marginal plates)	GEONAMES:4030875	NW Pacific (Hong Kong)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Peastilifer edulis	RO:0002444	parasite of		Holothuria edulis	Attached to body surface	GEONAMES:2164628	Tropical W Pacific (Great Barrier Reef)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Peastilifer nitidula	RO:0002444	parasite of		Holothuria atra	Free on body surface	GEONAMES:4030875	Tropical W Pacific (Hawaii)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Peastilifer nitidula	RO:0002444	parasite of		Holothuria atra	Free on body surface	GEONAMES:4030483	Tropical W Pacific (NE Australia)	-45	-130		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Peastilifer nitidula	RO:0002444	parasite of		Holothuria atra	Free on body surface	GEONAMES:4030483	Tropical W Pacific (New Caledonia)	-45	-130		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Pelseenaria media	RO:0002444	parasite of		Echinus affinis	Attached to body surface	GEONAMES:3411923	NE Atlantic (off Azores: deep sea)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Pelseenaria minor	RO:0002444	parasite of		Echinus affinis	Attached to body surface	GEONAMES:2960848	North Sea (Banc de Seine)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Pelseenaria profunda	RO:0002444	parasite of		Genocidaris maculata	Attached to body surface	GEONAMES:3411923	NE Atlantic (off Azores: deep sea)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Pelseenaria stilifera	RO:0002444	parasite of		Echinus esculentus	Attached to body surface	GEONAMES:2633321	Baltic Sea (Kristinenberg)	56	18		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Pelseenaria stilifera	RO:0002444	parasite of		Strongylocentrotus droebachiensis	Attached to body surface	GEONAMES:2633321	Baltic Sea (Kristinenberg)	56	18		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Philometra grayi	RO:0002444	parasite of		Echinus esculentus	Coelomic cavity	GEONAMES:2654669	Around British Isles	54	-4		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Philometra	RO:0002444	parasite of		Strongylocentrotus droebachiensis	Coelomic cavity	GEONAMES:2960848	North Sea (Vestfjorden, Norway)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Pisolamia brychius	RO:0002444	parasite of		Oneirophanta mutabilis	Attached to body surface	GEONAMES:2960858	NE Atlantic (Bay of Biscay, deep sea)	44	-4		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Proctoeces maculatus	RO:0002444	parasite of		Anthocidaris crassispina	In gonads		Misaki (Japan)				doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Proctoeces maculatus	RO:0002444	parasite of		Diadema setosum	In gonads		Misaki (Japan)				doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Proctoeces maculatus	RO:0002444	parasite of		Hemicentrotus pulcherrimus	In gonads		Misaki (Japan)				doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Prostifer subpellucida	RO:0002444	parasite of		Bohadschia argus	Galls in body wall	GEONAMES:2142275	NE Indian Ocean (N Australia: Yonge Reef)	-14.6	145.61667		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Prostifer subpellucida	RO:0002444	parasite of		Holothuria	Galls in body wall	GEONAMES:2142275	NE Indian Ocean (N Australia: Yonge Reef)	-14.6	145.61667		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
